Kod;Nazwa;Cena;C. zakupu-PLN;Stan zasobów;Ilość;Jm;Typ;Ilość dostępna;Ilość minimalna;Rezerwacje;Braki;Zamówienia;Wartość-PLN
NM 280-Z (P);Nypel fi 280 mm;8,50;0,05;Stan towaru powyżej ilości minimalnej;6,00;SZT;TZ;6,00;0,00;0,00;0,00;0,00;51,00
NM 315-U;Nypel fi 315 mm z uszczelką;9,50;7,80;Stan towaru powyżej ilości minimalnej;4,00;SZT;TZ;4,00;0,00;0,00;0,00;0,00;38,00
NM 355-Z;Nypel fi 355mm;9,11;6,43;Stan towaru powyżej ilości minimalnej;6,00;SZT;TZ;6,00;2,00;0,00;0,00;120,00;54,66
NM 400-Z (P);Nypel fi 400 mm (P);10,18;0,07;Stan towaru powyżej ilości minimalnej;4,00;SZT;TZ;4,00;0,00;0,00;0,00;0,00;40,72
NM 400-Z-X;Nypel fi 400 mm (P) nierdzewna;59,60;18,62;Stan towaru powyżej ilości minimalnej;3,00;SZT;TZ;3,00;0,00;0,00;0,00;0,00;178,80
NM 450-Z (P);Nypel fi 450 mm (P);11,70;0,08;Stan towaru powyżej ilości minimalnej;7,00;SZT;TZ;7,00;0,00;0,00;0,00;0,00;81,90
NM 500-Z;Nypel fi 500mm;13,73;0,01;Stan towaru powyżej ilości minimalnej;10,00;SZT;TZ;10,00;0,00;0,00;0,00;35,00;137,30
NM 500-Z (P);Nypel fi 500 mm (P);13,73;0,09;Stan towaru powyżej ilości minimalnej;2,00;SZT;TZ;2,00;0,00;0,00;0,00;0,00;27,46
NM 630-Z (P);Nypel fi 630 mm;27,30;4,07;Stan towaru powyżej ilości minimalnej;2,00;SZT;TZ;2,00;0,00;0,00;0,00;0,00;54,60
NM 710-Z;Nypel fi 710 mm;29,90;9,17;Stan towaru powyżej ilości minimalnej;2,00;SZT;TZ;2,00;0,00;0,00;0,00;0,00;59,80
NM 80 -Z;Nypel fi 80 mm;4,81;3,70;Stan towaru powyżej ilości minimalnej;20,00;SZT;TP;20,00;0,00;0,00;0,00;0,00;96,20
NM 800-Z;Nypel fi 800 mm;45,00;10,00;Stan towaru powyżej ilości minimalnej;2,00;SZT;TZ;2,00;0,00;0,00;0,00;0,00;90,00
NNAKRĘTKA10;Nakrętka M8 nierdzewna;0,14;0,12;Stan towaru powyżej ilości minimalnej;100,00;SZT;TP;100,00;0,00;0,00;0,00;0,00;14,00
NOŻYCE DO BLACHY LEWE;BESSTO Nożyce do blachy 250mm, lewe;30,08;27,10;Stan towaru powyżej ilości minimalnej;3,00;SZT;TP;3,00;0,00;0,00;0,00;1,00;90,24
NOŻYCE DO BLACHY PRAWE;BESSTO Nożyce do blachy 250mm, prawe;32,51;27,10;Stan towaru powyżej ilości minimalnej;3,00;SZT;TP;3,00;0,00;0,00;0,00;0,00;97,53
NOŻYCE DO BLACHY PROSTE;BESSTO Nożyce do blachy 250mm, proste;30,95;27,10;Stan towaru powyżej ilości minimalnej;3,00;SZT;TP;3,00;0,00;0,00;0,00;0,00;92,85
NÓŻ160 + OSTRZA WURTH;Nóż tapicerski + ostrza Wurth;27,37;23,70;Stan towaru powyżej ilości minimalnej;5,00;SZT;TP;5,00;2,00;0,00;0,00;0,00;136,85
NÓŻ160 WURTH;Nóż tapicerski Wurth;11,73;10,20;Stan towaru powyżej ilości minimalnej;15,00;SZT;TP;15,00;2,00;0,00;0,00;0,00;175,95
NP 560-Z;Nypel fi 560 mm;25,57;12,48;Stan towaru powyżej ilości minimalnej;8,00;SZT;TZ;8,00;0,00;0,00;0,00;0,00;204,56
NP 630-Z;Nypel fi 630 mm;27,60;23,00;Stan towaru powyżej ilości minimalnej;1,00;SZT;TP;1,00;0,50;0,00;0,00;0,00;27,60
NYPEL-MUFA355 (P);Nypel fi 355 mm (P);13,25;0,10;Stan towaru powyżej ilości minimalnej;6,00;SZT;TZ;6,00;0,00;0,00;0,00;0,00;79,50
OBEJMA EPDM M8 15-19MM WALRAVEN;Obejma EPDM M8 15-19mm Walraven;1,40;0,98;Stan towaru powyżej ilości minimalnej;150,00;SZT;TP;150,00;2,00;0,00;0,00;0,00;210,00
OBEJMA EPDM M8 20-24MM WALRAVEN;Obejma EPDM M8 20-24mm Walraven;1,30;1,15;Stan towaru powyżej ilości minimalnej;89,00;SZT;TP;89,00;1,00;0,00;0,00;0,00;115,70
OBEJMA EPDM M8 25-30MM WALRAVEN;Obejma EPDM M8 25-30mm Walraven ;1,45;1,20;Stan towaru powyżej ilości minimalnej;1,00;SZT;TP;1,00;0,00;0,00;0,00;0,00;1,45
OBEJMA EPDM M8 31-37MM WALRAVEN;Obejma EPDM M8 31-37mm Walraven;1,55;1,14;Stan towaru powyżej ilości minimalnej;187,00;SZT;TP;187,00;10,00;0,00;0,00;0,00;289,85
OBEJMA EPDM M8 38-46MM WALRAVEN;Obejma EPDM M8 38-46mm Walraven;1,73;1,36;Stan towaru powyżej ilości minimalnej;140,00;SZT;TP;140,00;36,00;0,00;0,00;0,00;242,20
OBEJMA EPDM M8 47-52MM WALRAVEN;Obejma EPDM M8 47-52mm Walraven;1,94;1,69;Stan towaru powyżej ilości minimalnej;201,00;SZT;TP;201,00;36,00;0,00;0,00;0,00;389,94
OBEJMA FI 100 WALRAVEN;Obejma fi 100 Walraven;3,28;2,98;Stan towaru powyżej ilości minimalnej;39,00;SZT;TP;39,00;4,00;0,00;0,00;100,00;127,92
OBEJMA FI 125 WALRAVEN;Obejma fi 125 Walraven;4,00;3,42;Stan towaru powyżej ilości minimalnej;1,00;SZT;TP;1,00;0,00;0,00;0,00;50,00;4,00
OBEJMA FI 160 WALRAVEN;Obejma fi 160 Walraven;4,49;4,08;Stan towaru powyżej ilości minimalnej;2,00;SZT;TP;2,00;0,00;0,00;0,00;50,00;8,98
OBEJMA FI 200 WALRAVEN;Obejma fi 200 Walraven;5,51;5,01;Stan towaru powyżej ilości minimalnej;80,00;SZT;TP;80,00;7,50;0,00;0,00;50,00;440,80
OBEJMA FI 250 WALRAVEN;Obejma fi 250 Walraven;7,15;6,49;Stan towaru powyżej ilości minimalnej;77,00;SZT;TP;77,00;0,00;0,00;0,00;50,00;550,55
OBEJMA FI 280 WALRAVEN;Obejma fi 280 Walraven;8,15;6,66;Stan towaru powyżej ilości minimalnej;7,00;SZT;TP;7,00;0,00;0,00;0,00;0,00;57,05
OBEJMA FI 315 WALRAVEN;Obejma fi 315 Walraven;8,61;7,60;Stan towaru powyżej ilości minimalnej;60,00;SZT;TP;60,00;0,00;0,00;0,00;30,00;516,60
OBEJMA FI 355 WALRAVEN;Obejma fi 355 Walraven;8,36;0,01;Stan towaru powyżej ilości minimalnej;53,00;SZT;TP;53,00;0,00;0,00;0,00;30,00;443,08
OBEJMA FI 400 WALRAVEN;Obejma fi 400 Walraven;9,16;0,01;Stan towaru powyżej ilości minimalnej;59,00;SZT;TP;59,00;3,00;0,00;0,00;30,00;540,44
OBEJMA FI 500 WALRAVEN;Obejma fi 500 Walraven;25,22;0,01;Stan towaru powyżej ilości minimalnej;4,00;SZT;TP;4,00;0,00;0,00;0,00;0,00;100,88
OBEJMA FI 630 WALRAVEN;Obejma fi 630 Walraven;33,45;31,78;Stan towaru powyżej ilości minimalnej;2,00;SZT;TP;2,00;0,00;0,00;0,00;0,00;66,90
OCHRONNIKI SŁUCHU;Ochronnik słuchu WNA Basic;33,24;29,00;Stan towaru powyżej ilości minimalnej;1,00;SZT;TP;1,00;0,00;0,00;0,00;0,00;33,24
OGRANICZNIK HSS 8MM WURTH;Ogranicznik HSS-D8mm Wurth;49,34;42,90;Stan towaru powyżej ilości minimalnej;2,00;SZT;TP;2,00;0,00;0,00;0,00;0,00;98,68
OKULARY OCHRONNE ZE SZNURKIEM WURTH;Okulary ochronne ze sznurkiem Wurth;21,85;19,65;Stan towaru powyżej ilości minimalnej;10,00;SZT;TP;10,00;1,00;0,00;0,00;0,00;218,50
OKULARY OCHRONNE ZE SZNURKIEM WURTH PRZYCIEMNIANE;Okulary ochronne ze sznurkiem Wurth przyciemniane;21,85;19,65;Stan towaru powyżej ilości minimalnej;5,00;SZT;TP;5,00;0,50;0,00;0,00;0,00;109,25
OKULARY WURTH WYGINANE;Okulary Wurth wyginane ;12,36;10,75;Stan towaru powyżej ilości minimalnej;12,00;SZT;TP;12,00;1,50;0,00;0,00;3,00;148,32
OKULARY WURTH WYGINANE PRZECIWSŁONECZNE;Okulary ochronne Wurth  (wyginane przeciwsłoneczne);12,36;10,75;Stan towaru powyżej ilości minimalnej;6,00;SZT;TP;6,00;0,00;0,00;0,00;0,00;74,16
OLEJ KONSERWACYJNY SMAR WURTH;Preparat wielofunkcyjny Wurth 400ml Multi;20,00;0,01;Stan towaru powyżej ilości minimalnej;1,00;SZT;TP;1,00;0,00;0,00;0,00;0,00;20,00
OŁÓWEK MURARSKI;OŁÓWEK MURARSKI;2,99;2,26;Stan towaru powyżej ilości minimalnej;1,00;SZT;TP;1,00;0,00;0,00;0,00;0,00;2,99
OPASKA CZARNA 2.5X200 WURTH;Opaska kablowa czarna 2,5x200 ;9,20;7,50;Stan towaru powyżej ilości minimalnej;2,00;opk;TP;2,00;0,00;0,00;0,00;0,00;18,40
OPASKA CZARNA 3.6X280 WURTH;Opaska kablowa czarna 3,6x280 Wurth;17,94;15,00;Stan towaru powyżej ilości minimalnej;2,00;opk;TP;2,00;0,00;0,00;0,00;0,00;35,88
OPASKA CZARNA 4.8X360 WURTH;Opaska kablowa czarna 4,8x360 Wurth;27,37;24,00;Stan towaru powyżej ilości minimalnej;2,00;opk;TP;2,00;0,00;0,00;0,00;0,00;54,74
OPASKA ŁĄCZĄCA  PVC;Opaska łącząca do koryta PVC ODC 80;4,55;4,13;Stan towaru powyżej ilości minimalnej;17,00;SZT;TP;17,00;0,00;0,00;0,00;0,00;77,35
OPASKA120/9;Opaska kablowa TK120x9, 1200mmx9,0mm (100szt);134,09;116,60;Stan towaru powyżej ilości minimalnej;10,00;opk;TP;10,00;0,50;0,00;0,00;5,00;1 340,90
OPASKA200/3,5 CZARNA;Opaska kablowa 200x3,5 czarne (100szt);11,07;9,93;Stan towaru poniżej ilości minimalnej;1,00;opk;TP;1,00;3,00;0,00;0,00;4,00;11,07
OPASKA200/3,6;Opaska kablowa 200/3.6 (100szt);10,57;5,60;Stan towaru powyżej ilości minimalnej;9,00;opk;TP;9,00;0,00;0,00;0,00;0,00;95,13
OPASKA55/8;Opaska kablowa TK55x8, 550mmx8,0mm (100szt);48,07;41,80;Stan towaru powyżej ilości minimalnej;8,00;opk;TP;8,00;2,00;0,00;0,00;5,00;384,56
OPASKA80/9;Opaska kablowa TK90x9, 800mmx9,0mm (100szt);73,60;64,00;Stan towaru powyżej ilości minimalnej;11,00;opk;TP;11,00;4,00;0,00;0,00;41,00;809,60
OPASŚLIMBĘBEN;Opaska ślimakowa w taśmie PES na bebnie (30m);63,80;39,40;Stan towaru powyżej ilości minimalnej;5,00;SZT;TP;5,00;0,00;0,00;0,00;0,00;319,00
OSTRZA 18MM WURTH;Ostrza łamane 18mm Wurth 1szt;2,07;1,80;Stan towaru powyżej ilości minimalnej;49,00;SZT;TP;49,00;20,50;0,00;0,00;100,00;101,43
OSTRZA WYMIENNE GOLDFLEX;Ostrza łamane GOLDFLEX;4,56;3,28;Stan towaru powyżej ilości minimalnej;15,00;SZT;TP;15,00;0,00;0,00;0,00;0,00;68,40
OSTRZA WYMIENNE RECA;Ostrza łamane Reca (10szt);19,99;15,99;Stan towaru powyżej ilości minimalnej;20,00;opk;TP;20,00;0,00;0,00;0,00;0,00;399,80
OSTRZE DO TARNIKA 140MM;BESSTO Ostrze do tarnika G-K 140mm;8,58;6,60;Stan towaru powyżej ilości minimalnej;3,00;SZT;TP;3,00;0,00;0,00;0,00;0,00;25,74
OSTRZE DO TARNIKA 250MM;BESSTO Ostrze do tarnika G-K 250mm;9,07;6,98;Stan towaru powyżej ilości minimalnej;3,00;SZT;TP;3,00;0,00;0,00;0,00;0,00;27,21
OWMG-100;Obejma wentylacyjna z gumą OWMG-100;2,06;1,72;Stan towaru powyżej ilości minimalnej;315,00;SZT;TP;315,00;0,00;0,00;0,00;400,00;648,90
OWMG-125;Obejma wentylacyjna z gumą OWMG-125;2,23;1,92;Stan towaru poniżej ilości minimalnej;394,00;SZT;TP;394,00;549,00;0,00;0,00;4 000,00;878,62
OWMG-160;Obejma wentylacyjna z gumą OWMG-160;2,63;2,27;Stan towaru poniżej ilości minimalnej;307,00;SZT;TP;307,00;397,00;0,00;0,00;3 340,00;807,41
OWMG-200;Obejma wentylacyjna z gumą OWMG-200;3,24;2,69;Stan towaru powyżej ilości minimalnej;698,00;SZT;TP;698,00;481,00;0,00;0,00;2 850,00;2 261,52
OWMG-224;Obejma wentylacyjna z gumą OWMG-224;5,83;4,20;Stan towaru powyżej ilości minimalnej;3,00;SZT;TP;3,00;0,00;0,00;0,00;0,00;17,49
OWMG-250;Obejma wentylacyjna z gumą OWMG-250;4,35;3,35;Stan towaru powyżej ilości minimalnej;390,00;SZT;TP;390,00;151,00;0,00;0,00;240,00;1 696,50
OWMG-315;Obejma wentylacyjna z gumą OWMG-315;4,71;3,87;Stan towaru powyżej ilości minimalnej;130,00;SZT;TP;130,00;79,00;0,00;0,00;200,00;612,30
OWMG-355;Obejma wentylacyjna z gumą OWMG-355;6,39;5,11;Stan towaru powyżej ilości minimalnej;6,00;SZT;TP;6,00;1,00;0,00;0,00;0,00;38,34
OWMG-400;Obejma wentylacyjna z gumą OWMG-400;6,00;4,80;Stan towaru powyżej ilości minimalnej;25,00;SZT;TP;25,00;7,00;0,00;0,00;0,00;150,00
OWMG-450;Obejma wentylacyjna z gumą OWMG-450;11,28;9,40;Stan towaru powyżej ilości minimalnej;46,00;SZT;TP;46,00;0,00;0,00;0,00;0,00;518,88
OWMG-500;Obejma wentylacyjna z gumą OWMG-500;14,20;10,75;Stan towaru powyżej ilości minimalnej;51,00;SZT;TP;51,00;0,00;0,00;0,00;0,00;724,20
OWMG-560 (CN);Obejma wentylacyjna z gumą OWMG-560;15,48;0,01;Stan towaru powyżej ilości minimalnej;67,00;SZT;TP;67,00;0,00;0,00;0,00;0,00;1 037,16
OWMG-630 (CN);Obejma wentylacyjna z gumą OWMG-630;16,42;0,01;Stan towaru powyżej ilości minimalnej;33,00;SZT;TP;33,00;0,00;0,00;0,00;0,00;541,86
OWMG-80;Obejma wentylacyjna z gumą OWMG-80;2,64;2,11;Stan towaru powyżej ilości minimalnej;155,00;SZT;TP;155,00;3,00;0,00;0,00;0,00;409,20
PARASOLKA FISCHER KD6;Parasolka Fischer KD6;2,81;1,64;Stan towaru powyżej ilości minimalnej;47,00;SZT;TP;47,00;0,00;0,00;0,00;0,00;132,07
PARASOLKA FISCHER KD8;Parasolka Fischer KD8;1,98;1,55;Stan towaru powyżej ilości minimalnej;100,00;SZT;TP;100,00;21,00;0,00;0,00;23,00;198,00
PARASOLKA FISCHER KDH8;Parasolka Fischer KDH8;2,98;2,48;Stan towaru powyżej ilości minimalnej;7,00;SZT;TP;7,00;0,00;0,00;0,00;0,00;20,86
PAROC HVAC LAMELLA MAT 20 FIX;PAROC AluCoat HVAC Lamella Mat FIX 20x10000x1000 (samoprzylepna);20,78;0,01;Stan towaru powyżej ilości minimalnej;440,00;m.kw;TP;440,00;0,00;0,00;0,00;2 500,00;9 143,20
PAROC HVAC LAMELLA MAT 20MM;PAROC AluCoat HVAC Lamella Mat 35 20x10000x1000;12,00;11,27;Stan towaru powyżej ilości minimalnej;150,00;m.kw;TP;150,00;0,00;0,00;0,00;0,00;1 800,00
PAROC HVAC LAMELLA MAT 60MM;PAROC AluCoat HVAC Lamella Mat 35 60x4000x1000 /A/4/200;18,58;16,89;Stan towaru powyżej ilości minimalnej;16,00;m.kw;TP;16,00;0,00;0,00;0,00;0,00;297,28
PAS MOCUJĄCY 50MM;Pas mocujący 50mm L9M 4T Wurth ;57,50;50,00;Stan towaru powyżej ilości minimalnej;1,00;SZT;TP;1,00;0,00;0,00;0,00;0,00;57,50
PCIRCLE160;Nawiewnik gipsowy bezramowy PCIRCLE1601 pojedyńczy;304,00;252,16;Stan towaru powyżej ilości minimalnej;3,00;SZT;TP;3,00;0,00;0,00;0,00;0,00;912,00
PIANA BERNER;Piana pistoletowa  BERNER 750ml;22,48;18,55;Stan towaru powyżej ilości minimalnej;21,00;SZT;TP;21,00;0,00;0,00;0,00;12,00;472,08
PIANA OGNIOWA B1;Piana pistoletowa ognioochronna B1 750ml;42,00;36,00;Stan towaru powyżej ilości minimalnej;6,00;SZT;TP;6,00;0,50;0,00;0,00;12,00;252,00
PIANA WĘŻYKOWA;Piana wężykowa 700ml ;17,88;15,90;Stan towaru powyżej ilości minimalnej;4,00;SZT;TP;4,00;0,00;0,00;0,00;0,00;71,52
PIŁA DO REGIPSU;Piła do płyt gipsowo-kartonowych 150mm;20,18;16,94;Stan towaru powyżej ilości minimalnej;3,00;SZT;TP;3,00;0,00;0,00;0,00;1,00;60,54
PISAK;Marker Schneider;3,25;2,60;Stan towaru powyżej ilości minimalnej;8,00;SZT;TP;8,00;0,00;0,00;0,00;0,00;26,00
PISTOLET DO PIANY;Pistolet do piany;36,25;29,00;Stan towaru powyżej ilości minimalnej;5,00;SZT;TP;5,00;0,00;0,00;0,00;0,00;181,25
PISTOLETDOSILIKONU BESSTO;BESSTO Wyciskacz do silikonu - pistolet;35,88;29,90;Stan towaru powyżej ilości minimalnej;5,00;SZT;TP;5,00;0,50;0,00;0,00;0,00;179,40
PŁYTA GŁÓWNA AIRDOG X5;Płyta główna Airdog X5;0,00;0,00;Usługa;0,00;SZT;UP;0,00;0,00;0,00;0,00;0,00;0,00
"PŁYTA GŁÓWNA AIRDOG X5	";Płyta główna Airdog X5;0,00;0,00;Usługa;0,00;SZT;UP;0,00;0,00;0,00;0,00;0,00;0,00
PŁYTACONLIT120NOWY;Płyta Conlit Plus 120 Alu gr.60mm 1200x1000;201,00;186,61;Stan towaru poniżej ilości minimalnej;3,60;m.kw;TP;3,60;80,40;0,00;0,00;0,00;723,60
PO-100;Przepustnica okrągła PO-100;14,40;12,00;Stan towaru powyżej ilości minimalnej;44,00;SZT;TP;44,00;31,00;0,00;0,00;360,00;633,60
PO-100 U;Przepustnica okrągła PO-100 z uszczelką;16,80;14,00;Stan towaru poniżej ilości minimalnej;1,00;SZT;TP;1,00;31,00;0,00;0,00;0,00;16,80
PO-100S;Przepustnica okrągła szczelna PO-100S;27,17;0,01;Stan towaru powyżej ilości minimalnej;37,00;SZT;TP;37,00;0,00;0,00;0,00;7,00;1 005,29
PO-125;Przepustnica okrągła PO-125;15,60;13,00;Stan towaru powyżej ilości minimalnej;98,00;SZT;TP;88,00;58,50;10,00;0,00;340,00;1 528,80
PO-125 POD SIŁOWNIK;Przepustnica okrągła PO-125 pod siłownik;21,79;18,16;Stan towaru powyżej ilości minimalnej;8,00;SZT;TP;8,00;0,00;0,00;0,00;0,00;174,32
PO-125S;Przepustnica okrągła szczelna PO-125S;29,11;0,01;Stan towaru powyżej ilości minimalnej;13,00;SZT;TP;13,00;0,00;0,00;0,00;0,00;378,43
PO-140;Przepustnica okrągła PO-140;19,20;16,00;Stan towaru poniżej ilości minimalnej;1,00;SZT;TP;1,00;37,00;0,00;0,00;0,00;19,20
PO-160;Przepustnica okrągła PO-160;16,80;14,00;Stan towaru poniżej ilości minimalnej;36,00;SZT;TP;36,00;37,00;0,00;0,00;280,00;604,80
PO-160 POD SIŁOWNIK;Przepustnica okrągła PO-160 pod siłownik;23,30;19,42;Stan towaru powyżej ilości minimalnej;4,00;SZT;TP;4,00;0,00;0,00;0,00;0,00;93,20
PO-160S;Przepustnica okrągła szczelna PO-160S;30,41;15,00;Stan towaru powyżej ilości minimalnej;5,00;SZT;TP;5,00;0,00;0,00;0,00;6,00;152,05
PO-200;Przepustnica okrągła PO-200;19,20;16,00;Stan towaru powyżej ilości minimalnej;39,00;SZT;TP;39,00;19,00;0,00;0,00;145,00;748,80
PO-200 POD SIŁOWNIK;Przepustnica okrągła PO-200 pod siłownik;25,67;21,39;Stan towaru powyżej ilości minimalnej;9,00;SZT;TP;9,00;0,00;0,00;0,00;6,00;231,03
PO-200 POD SIŁOWNIK SZCZ;Przepustnica okrągła PO-200 pod siłownik szczelna;21,25;17,00;Stan towaru powyżej ilości minimalnej;6,00;SZT;TP;6,00;0,00;0,00;0,00;0,00;127,50
PO-225;Przepustnica okrągła PO-225;15,24;12,70;Stan towaru powyżej ilości minimalnej;2,00;SZT;TP;2,00;0,00;0,00;0,00;0,00;30,48
PO-250;Przepustnica okrągła PO-250;22,80;20,00;Stan towaru powyżej ilości minimalnej;27,00;SZT;TP;27,00;24,00;0,00;0,00;109,00;615,60
PO-250 POD SIŁOWNIK;Przepustnica okrągła PO-250 pod siłownik;32,11;26,76;Stan towaru powyżej ilości minimalnej;2,00;SZT;TP;2,00;0,00;0,00;0,00;0,00;64,22
PO-250S;Przepustnica okrągła szczelna PO-250S;41,09;34,24;Stan towaru powyżej ilości minimalnej;3,00;SZT;TZ;3,00;0,00;0,00;0,00;0,00;123,27
PO-315;Przepustnica okrągła PO-315;27,60;23,00;Stan towaru powyżej ilości minimalnej;22,00;SZT;TP;22,00;0,50;0,00;0,00;11,00;607,20
PO-315 (CN);Przepustnica okrągła PO-315;37,66;0,01;Stan towaru powyżej ilości minimalnej;1,00;SZT;TP;1,00;0,50;0,00;0,00;0,00;37,66
PO-315IRIS;Przepustnica okrągła soczewkowa PO-315R (IRIS);224,78;0,01;Stan towaru powyżej ilości minimalnej;2,00;SZT;TP;2,00;0,00;0,00;0,00;0,00;449,56
PO-315S;Przepustnica okrągła szczelna PO-315S;135,00;91,61;Stan towaru powyżej ilości minimalnej;1,00;SZT;TZ;1,00;0,00;0,00;0,00;0,00;135,00
PO-355;Przepustnica okrągła PO-355;42,00;35,00;Stan towaru powyżej ilości minimalnej;4,00;SZT;TP;4,00;0,00;0,00;0,00;0,00;168,00
PO-400;Przepustnica okrągła PO-400;51,60;43,00;Stan towaru powyżej ilości minimalnej;2,00;SZT;TP;2,00;0,00;0,00;0,00;18,00;103,20
PO-450;Przepustnica okrągła PO-450;76,80;60,00;Stan towaru powyżej ilości minimalnej;3,00;SZT;TP;3,00;0,00;0,00;0,00;2,00;230,40
PO-500;Przepustnica okrągła PO-500;84,00;70,00;Stan towaru powyżej ilości minimalnej;3,00;SZT;TP;3,00;0,00;0,00;0,00;3,00;252,00
PO-80;Przepustnica okrągła PO-80;19,72;12,00;Stan towaru powyżej ilości minimalnej;6,00;SZT;TP;6,00;0,00;0,00;0,00;10,00;118,32
POBIJAKTULEI8;Pobijak do tulei M8;29,35;24,46;Stan towaru powyżej ilości minimalnej;1,00;SZT;TP;1,00;0,00;0,00;0,00;0,00;29,35
PODKŁADKA EPDM 14;Podkładka EPDM 14 mm;0,07;0,06;Stan towaru powyżej ilości minimalnej;138,00;SZT;TP;138,00;0,00;0,00;0,00;122,00;9,66
PODKŁADKA EPDM 19;Podkładka EPDM 19mm;0,11;0,09;Stan towaru powyżej ilości minimalnej;900,00;SZT;TP;900,00;0,00;0,00;0,00;0,00;99,00
PODKŁADKA M10 1 X POSZ;Podkładka M10 1 x poszerzana;10,80;7,95;Stan towaru powyżej ilości minimalnej;23,75;kg;TP;23,75;19,70;0,00;0,00;4,55;256,48
PODKŁADKA M10 2 X;Podkładka M10 2 x posz;10,80;8,60;Stan towaru powyżej ilości minimalnej;11,86;kg;TP;11,86;3,00;0,00;0,00;0,00;128,13
PODKŁADKA M12;Podkładka M12;7,64;0,01;Stan towaru powyżej ilości minimalnej;7,05;kg;TP;7,05;0,15;0,00;0,00;5,50;53,86
PODKŁADKA M6 1X;Podkładka M6 1xposzerzana;11,76;9,00;Stan towaru powyżej ilości minimalnej;9,62;kg;TP;9,62;0,00;0,00;0,00;20,00;113,13
PODKŁADKA M8 FI26 NICZUK;Podkładka M8 26mm Niczuk;0,13;0,12;Stan towaru powyżej ilości minimalnej;100,00;SZT;TP;100,00;0,00;0,00;0,00;0,00;13,00
PODKŁADKA M81X;Podkładka M8 1xposzerzana;9,54;7,55;Stan towaru powyżej ilości minimalnej;60,05;kg;TP;60,05;28,95;0,00;0,00;200,00;572,90
PODKŁADKA M82X;Podkładka M8 2xposzerzana;10,32;8,60;Stan towaru powyżej ilości minimalnej;22,98;kg;TP;22,98;5,90;0,00;0,00;0,00;237,17
PODKŁADKA U 41/10;Podkładka U 41/10 INTERFIX;2,34;1,95;Stan towaru powyżej ilości minimalnej;108,00;SZT;TP;108,00;0,00;0,00;0,00;0,00;252,72
PODKŁADKA U 41/13;Podkładka U 41/13;2,38;1,98;Stan towaru powyżej ilości minimalnej;136,00;SZT;TP;136,00;0,00;0,00;0,00;0,00;323,68
PODKŁADKA U BUP 9MM;Podkładka U BUP 9mm Walraven;2,42;1,38;Stan towaru powyżej ilości minimalnej;50,00;SZT;TP;50,00;0,00;0,00;0,00;400,00;121,00
PODKŁADKA U WM1-35 12.5/30.5 WALRAVEN;Podkładka U WM1-35 12.5/30.5 Walraven;0,86;0,01;Stan towaru powyżej ilości minimalnej;146,00;SZT;TP;146,00;0,00;0,00;0,00;0,00;125,56
PODKŁADKA WM0-35 12.5/25MM WALRAVEN;Podkładka płaska WM0-35 12.5/25mm Walraven;0,22;0,20;Stan towaru powyżej ilości minimalnej;900,00;SZT;TP;900,00;0,00;0,00;0,00;0,00;198,00
PODKŁADKA WM0-35 BUP10.5/25MM WALRAVEN;Podkładka płaska WM0-35 BUP10.5/25mm Walraven;0,54;0,41;Stan towaru powyżej ilości minimalnej;14,00;SZT;TP;14,00;0,00;0,00;0,00;200,00;7,56
PODKŁADKAM8OCYNK;Podkładka  M8 oc.;10,19;0,01;Stan towaru powyżej ilości minimalnej;144,20;kg;TP;144,20;0,00;0,00;0,00;41,10;1 469,40
PODSTAWA 324X324/L=400 FI100;Podstawa dachowa Aereco 324x324/L=400 fi100;81,25;65,00;Stan towaru powyżej ilości minimalnej;9,00;SZT;TP;9,00;0,00;0,00;0,00;0,00;731,25
PODSTAWA 324X324/L=400 FI125;Podstawa dachowa Aereco 324x324/L=400 fi125;81,25;0,01;Stan towaru powyżej ilości minimalnej;28,00;SZT;TP;28,00;3,00;0,00;0,00;0,00;2 275,00
PODSTAWA 324X324/L=400 FI200;Podstawa dachowa Aereco 324x324/L=400 fi200;87,50;0,01;Stan towaru powyżej ilości minimalnej;10,00;SZT;TP;10,00;0,00;0,00;0,00;0,00;875,00
PODSTAWA 417X417/L=400 FI250;Podstawa dachowa Aereco 417x417/L=400 fi250;87,50;70,00;Stan towaru powyżej ilości minimalnej;15,00;SZT;TP;15,00;0,00;0,00;0,00;0,00;1 312,50
PODUSZKA POWIETRZNA;Poduszka powietrzna AMO-BAG Wurth;89,01;77,40;Stan towaru powyżej ilości minimalnej;1,00;SZT;TP;1,00;0,00;0,00;0,00;0,00;89,01
POI-100;Przepustnica okrągła pod izolację POI-100;13,50;11,00;Stan towaru powyżej ilości minimalnej;59,00;SZT;TP;59,00;0,00;0,00;0,00;2,00;796,50
POI-125;Przepustnica okrągła pod izolację POI-125;13,50;11,50;Stan towaru powyżej ilości minimalnej;26,00;SZT;TP;26,00;5,00;0,00;0,00;108,00;351,00
POI-160;Przepustnica okrągła pod izolację POI-160I;13,80;12,00;Stan towaru powyżej ilości minimalnej;8,00;SZT;TP;8,00;0,00;0,00;0,00;0,00;110,40
POI-200;Przepustnica okrągła pod izolację POI-200;15,36;13,50;Stan towaru poniżej ilości minimalnej;51,00;SZT;TP;51,00;100,00;0,00;0,00;160,00;783,36
